Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
AQUA,Evoqua Water Technologies Corp.,8.39,955543635.8,n/a,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aqua
EXTN,Exterran Corporation,22.45,811641809.5,n/a,2015,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/extn
EXTR,"Extreme Networks, Inc.",6.07,718308497.5,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/extr
FFIV,"F5 Networks, Inc.",168.61,10222354553,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv
FB,"Facebook, Inc.",134.82,3.87444E+11,n/a,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb
FDS,FactSet Research Systems Inc.,227.98,8671742514,n/a,1996,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fds
SFUN,Fang Holdings Limited,1.69,751932367.6,n/a,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/sfun
FNSR,Finisar Corporation,21.805,2559587927,n/a,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/fnsr
FEYE,"FireEye, Inc.",17.905,3527553324,n/a,2013,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/feye
FSLR,"First Solar, Inc.",42.57,4461973571,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/fslr
FISV,"Fiserv, Inc.",76.84,30618494505,n/a,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/fisv
FIT,"Fitbit, Inc.",5.33,1324671717,n/a,2015,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/fit
FIVN,"Five9, Inc.",37.34,2194544837,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/fivn
FLEX,Flex Ltd.,8.13,4281147595,n/a,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/flex
FPAY,"FlexShopper, Inc.",0.74,13009103.8,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/fpay
FPAYW,"FlexShopper, Inc.",0.21,0,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/fpayw
FSCT,"ForeScout Technologies, Inc.",24.65,1056553723,n/a,2017,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/fsct
FRSX,Foresight Autonomous Holdings Ltd.,2.35,3553496.1,1512126,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/frsx
FORM,"FormFactor, Inc.",14.79,1095973535,n/a,2003,Technology,Semiconductors,https://www.nasdaq.com/symbol/form
FORTY,Formula Systems (1985) Ltd.,36.78,5875678.56,159752,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/forty
FTNT,"Fortinet, Inc.",68.54,11677173851,n/a,2009,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ftnt
FSNN,"Fusion Connect, Inc.",2.13,174900626.1,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/fsnn
GDI,"Gardner Denver Holdings, Inc.",24.75,4919377741,n/a,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/gdi
GTES,Gates Industrial Corporation plc,14.44,4184082113,n/a,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/gtes
GDS,GDS Holdings Limited,27.05,1327147306,49062747,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/gds
JOB,GEE Group Inc.,1.87,20208074.59,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/job
GFN,General Finance Corporation,13.56,362825652.2,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfn
GFNCP,General Finance Corporation,100.01,0,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfncp
GFNSL,General Finance Corporation,25.14,0,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfnsl
GIGM,GigaMedia Limited,2.87,31719914.45,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/gigm
GILT,Gilat Satellite Networks Ltd.,9.61,526629085.9,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/gilt
GSB,"GlobalSCAPE, Inc.",4.42,79419744.56,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gsb
GLOB,Globant S.A.,52.66,1890494000,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/glob
GLUU,Glu Mobile Inc.,6.92,991269157,n/a,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/gluu
GDDY,GoDaddy Inc.,60.53,10502959798,n/a,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/gddy
GHM,Graham Corporation,24.83,244115549.1,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ghm
GEC,"Great Elm Capital Group, Inc. ",3.58,92743440.62,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gec
GRNQ,Greenpro Capital Corp.,4.3,235275734.1,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/grnq
GSUM,Gridsum Holding Inc.,4.38,69515509.98,15871121,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gsum
GRPN,"Groupon, Inc.",2.97,1695216645,n/a,2011,Technology,Advertising,https://www.nasdaq.com/symbol/grpn
GVP,"GSE Systems, Inc.",3.1,61482619.3,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gvp
GSIT,"GSI Technology, Inc.",5.62,123345646.9,n/a,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/gsit
GWRE,"Guidewire Software, Inc.",83.8,6788428835,n/a,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gwre
HQCL,"Hanwha Q CELLS Co., Ltd. ",9.69,53309777.25,5501525,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/hqcl
HLIT,Harmonic Inc.,5.57,482906372.8,n/a,1995,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/hlit
HHS,"Harte-Hanks, Inc.",3.91,24453229.93,n/a,1993,Technology,Advertising,https://www.nasdaq.com/symbol/hhs
HSTM,"HealthStream, Inc.",23.62,763526160.6,n/a,2000,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/hstm
HSII,"Heidrick & Struggles International, Inc.",35.11,665639009,n/a,1999,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/hsii
HPE,Hewlett Packard Enterprise Company,14.7,21633229760,n/a,2015,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hpe
HIMX,"Himax Technologies, Inc.",4.12,445285962,108079117,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/himx
HDP,"Hortonworks, Inc.",14.83,1239573588,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/hdp
HPQ,HP Inc.,22.66,35857376791,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hpq
HMI,Huami Corporation,9.61,571161854.8,n/a,2018,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hmi
HUBS,"HubSpot, Inc.",116.92,4587036891,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/hubs
HSON,"Hudson Global, Inc.",1.47,47109608.91,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/hson
HUYA,HUYA Inc.,17.69,3605169956,n/a,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/huya
ICHR,Ichor Holdings,16.94,387130243.5,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/ichr
ICLK,iClick Interactive Asia Group Limited,3.65,64188235.7,17585818,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/iclk
INVE,"Identiv, Inc.",5.46,84378381.36,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/inve
IEC,IEC Electronics Corp.,5.11,52578966.86,n/a,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/iec
INFO,IHS Markit Ltd.,50.37,19854102585,n/a,1996,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/info
ITW,Illinois Tool Works Inc.,134.05,44477989869,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itw
IMMR,Immersion Corporation,9.48,292014753.1,n/a,1999,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/immr
IMPV,"Imperva, Inc.",55.8,1964021281,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/impv
INFY,Infosys Limited,9.07,39431521935,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/infy
INOD,Innodata Inc.,1.51,39074955.54,n/a,1993,Technology,EDP Services,https://www.nasdaq.com/symbol/inod
ISSC,"Innovative Solutions and Support, Inc.",2.14,36038881.86,n/a,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/issc
INOV,"Inovalon Holdings, Inc.",11.03,1681140208,n/a,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/inov
IPHI,Inphi Corporation,38.47,1696971444,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/iphi
INPX,Inpixon ,4.42,171743.52,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/inpx
NSP,"Insperity, Inc.",98.17,4104494081,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/nsp
INSE,"Inspired Entertainment, Inc.",6.2,133205183.4,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/inse
INST,"Instructure, Inc.",34.92,1224231227,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/inst
IDTI,"Integrated Device Technology, Inc.",46.81,6039440852,n/a,1984,Technology,Semiconductors,https://www.nasdaq.com/symbol/idti
INTC,Intel Corporation,47.04,2.14691E+11,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/intc
IDN,"Intellicheck, Inc.",2.2,34405283,n/a,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/idn
INS,Intelligent Systems Corporation,13.95,122731932.6,n/a,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ins
LINK,"Interlink Electronics, Inc.",3.6082,23391181.23,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/link
IMI,"Intermolecular, Inc.",0.94,46767365.04,n/a,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/imi
INAP,Internap Corporation,6.15,156901961.1,n/a,1999,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inap
IBM,International Business Machines Corporation,118.57,1.07756E+11,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/ibm
IIJI,"Internet Initiative Japan, Inc.",10.35,17763518.7,1716282,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/iiji
IPG,"Interpublic Group of Companies, Inc. (The)",23.08,8870832620,n/a,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/ipg
INTX,"Intersections, Inc.",3.58,87196295.06,n/a,2004,Technology,EDP Services,https://www.nasdaq.com/symbol/intx
INXN,InterXion Holding N.V.,59.99,4299663270,n/a,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inxn
IVAC,"Intevac, Inc.",4.8,109509566.4,n/a,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ivac
INTU,Intuit Inc.,198.41,51489094977,n/a,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/intu
IPGP,IPG Photonics Corporation,134,7155622914,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/ipgp
JCOM,"j2 Global, Inc.",71.8,3538903099,n/a,1999,Technology,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcom
JBL,Jabil Inc.,24.36,3943370759,n/a,1993,Technology,Electrical Products,https://www.nasdaq.com/symbol/jbl
JKHY,"Jack Henry & Associates, Inc.",136.14,10523393013,n/a,1985,Technology,EDP Services,https://www.nasdaq.com/symbol/jkhy
JT,Jianpu Technology Inc.,4.53,761119053,n/a,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jt
JKS,JinkoSolar Holding Company Limited,9.18,359069824.8,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/jks
JMU,JMU Limited,0.93,2244679.62,2413634,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/jmu
JBT,John Bean Technologies Corporation,79.05,2498604179,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/jbt
JNPR,"Juniper Networks, Inc.",27.56,9512455264,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/jnpr
KAI,Kadant Inc,95.23,1057747798,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kai
